service_id,date,exception_type
51490-_69R19-LAMJV,20260408,1
51490-_69R20-LAMJV,20260408,1
51490-_69R21-LAMJV,20260408,1
51490-_69R22-LAMJV,20260408,1
51490-_69R23-LAMJV,20260408,1
51490-_69R24-LAMJV,20260408,1
51490-_69R25-LAMJV,20260408,1
51490-_69R26-LAMJV,20260408,1
51490-_69R27-LAMJV,20260408,1
51490-_69R28-LAMJV,20260408,1
51494-_70R01-LAMJV,20260408,1
51494-_70R02-LAMJV,20260408,1
51494-_70R03-LAMJV,20260408,1
51494-_70R04-LAMJV,20260408,1
51494-_70R05-LAMJV,20260408,1
51494-_70R06-LAMJV,20260408,1
51494-_70R07-LAMJV,20260408,1
51494-_70R08-LAMJV,20260408,1
51494-_70R09-LAMJV,20260408,1
51494-_70R10-LAMJV,20260408,1
51494-_70R11-LAMJV,20260408,1
51494-_70R12-LAMJV,20260408,1
51494-_70R13-LAMJV,20260408,1
51494-_70R14-LAMJV,20260408,1
51497-_74R01-LAMJV,20260408,1
51497-_74R02-LAMJV,20260408,1
51497-_74R03-LAMJV,20260408,1
51497-_74R04-LAMJV,20260408,1
51497-_74R05-LAMJV,20260408,1
51497-_74R06-LAMJV,20260408,1
51497-_74R07-LAMJV,20260408,1
51497-_74R08-LAMJV,20260408,1
51497-_74R09-LAMJV,20260408,1
51497-_74R10-LAMJV,20260408,1
51497-_74R11-LAMJV,20260408,1
51497-_74R12-LAMJV,20260408,1
51497-_74R13-LAMJV,20260408,1
51497-_74R14-LAMJV,20260408,1
51500-_75R01-LAMJV,20260408,1
51500-_75R02-LAMJV,20260408,1
51500-_75R03-LAMJV,20260408,1
51500-_75R04-LAMJV,20260408,1
51500-_75R06-LAMJV,20260408,1
51505-_77R01-LAMJV,20260408,1
51505-_77R02-LAMJV,20260408,1
51505-_77R03-LAMJV,20260408,1
51505-_77R04-LAMJV,20260408,1
51505-_77R05-LAMJV,20260408,1
51505-_77R06-LAMJV,20260408,1
51505-_77R07-LAMJV,20260408,1
51505-_77R08-LAMJV,20260408,1
51630-__C901-LAMJV,20260408,1
51630-__C902-LAMJV,20260408,1
51630-__C903-LAMJV,20260408,1
51630-__C904-LAMJV,20260408,1
51630-__C905-LAMJV,20260408,1
51630-__C906-LAMJV,20260408,1
51630-__C907-LAMJV,20260408,1
51724-__1801-LAMJV,20260408,1
51724-__1802-LAMJV,20260408,1
51724-__1803-LAMJV,20260408,1
51724-__1804-LAMJV,20260408,1
51724-__1805-LAMJV,20260408,1
51724-__1806-LAMJV,20260408,1
51724-__1807-LAMJV,20260408,1
51724-__1808-LAMJV,20260408,1
51724-__1809-LAMJV,20260408,1
51724-__1810-LAMJV,20260408,1
51724-__1811-LAMJV,20260408,1
51724-__1812-LAMJV,20260408,1
51724-__1813-LAMJV,20260408,1
51724-__1814-LAMJV,20260408,1
51724-__1815-LAMJV,20260408,1
51724-__1816-LAMJV,20260408,1
51724-__1817-LAMJV,20260408,1
51724-__1818-LAMJV,20260408,1
51724-__1819-LAMJV,20260408,1
51724-__1820-LAMJV,20260408,1
51734-__8001-LAMJV,20260408,1
51734-__8002-LAMJV,20260408,1
51734-__8003-LAMJV,20260408,1
51734-__8004-LAMJV,20260408,1
51734-__8005-LAMJV,20260408,1
51734-__8006-LAMJV,20260408,1
51734-__8007-LAMJV,20260408,1
51734-__8008-LAMJV,20260408,1
51734-__8009-M,20260408,1
51734-__8010-M,20260408,1
51734-__8011-LAMJV,20260408,1
51734-__8012-LAMJV,20260408,1
51734-__8013-M,20260408,1
51734-__8014-LAMJV,20260408,1
51734-__8015-LAMJV,20260408,1
51734-__8016-LAMJV,20260408,1
51734-__8017-LAMJV,20260408,1
51734-__8018-LAMJV,20260408,1
51734-__8021-LAMJV,20260408,1
51734-__8031-LAMJV,20260408,1
51734-__8033-LAMJV,20260408,1
51734-__8036-LAMJV,20260408,1
51734-__8041-LAMJV,20260408,1
51734-__8041-M,20260408,1
51734-__8042-LAMJV,20260408,1
51734-__8047-LAMJV,20260408,1
51734-__8048-LAMJV,20260408,1
51734-__8049-M,20260408,1
51742-_NVL01-LAMJV,20260408,1
51742-_NVL02-LAMJV,20260408,1
51742-_NVL03-LAMJV,20260408,1
51762-_23601-LAMJV,20260408,1
51762-_23602-LAMJV,20260408,1
51762-_23603-LAMJV,20260408,1
51762-_23604-LAMJV,20260408,1
51762-_23605-LAMJV,20260408,1
51762-_23606-LAMJV,20260408,1
51762-_23607-LAMJV,20260408,1
51762-_23608-LAMJV,20260408,1
51762-_23611-M,20260408,1
51762-_23612-M,20260408,1
51762-_23613-LAMJV,20260408,1
51762-_23614-M,20260408,1
51762-_23615-M,20260408,1
51762-_23616-M,20260408,1
51762-_23617-M,20260408,1
51762-_23618-M,20260408,1
51762-_23620-M,20260408,1
51762-_23622-M,20260408,1
51762-_23624-M,20260408,1
51762-_23628-M,20260408,1
51762-_23630-LAMJV,20260408,1
51762-_23631-LAMJV,20260408,1
51769-_94401-LAMJV,20260408,1
51769-_94402-M,20260408,1
51769-_94403-LAMJV,20260408,1
51769-_94404-M,20260408,1
51769-_94406-M,20260408,1
51785-__5201-LAMJV,20260408,1
51785-__5202-LAMJV,20260408,1
51785-__5203-LAMJV,20260408,1
51785-__5204-LAMJV,20260408,1
51785-__5205-LAMJV,20260408,1
51805-_92306-LAMJV,20260408,1
51805-_92314-M,20260408,1
51806-_92401-LAMJV,20260408,1
51806-_92402-LAMJV,20260408,1
51806-_92405-M,20260408,1
51810-_93801-M,20260408,1
51810-_93808-M,20260408,1
51810-_93809-LAMJV,20260408,1
51810-_93810-LAMJV,20260408,1
51812-_91716-LAMJV,20260408,1
51812-_91717-LAMJV,20260408,1
51812-_91718-LAMJV,20260408,1
51812-_91719-LAMJV,20260408,1
51812-_91720-LAMJV,20260408,1
51812-_91721-M,20260408,1
51812-_91724-M,20260408,1
51812-_91729-M,20260408,1
51812-_91733-M,20260408,1
51813-_MWR01-LAMJV,20260408,1
51813-_MWR02-LAMJV,20260408,1
51813-_MWR03-M,20260408,1
51813-_MWR04-LAMJV,20260408,1
51813-_MWR50-LAMJV,20260408,1
51813-_MWR51-LAMJV,20260408,1
51827-__L550-LAMJV,20260408,1
51827-__L551-LAMJV,20260408,1
51827-__L552-LAMJV,20260408,1
51827-__L553-LAMJV,20260408,1
51827-__L554-LAMJV,20260408,1
51827-__L555-LAMJV,20260408,1
51827-__L556-LAMJV,20260408,1
51827-__L557-LAMJV,20260408,1
51827-__L558-LAMJV,20260408,1
51827-__L559-LAMJV,20260408,1
51827-__L560-LAMJV,20260408,1
51827-__L561-LAMJV,20260408,1
51827-__L562-LAMJV,20260408,1
51827-__L563-LAMJV,20260408,1
51827-__L564-LAMJV,20260408,1
51827-__L565-LAMJV,20260408,1
51827-__L566-LAMJV,20260408,1
51827-__L567-LAMJV,20260408,1
51827-__L568-LAMJV,20260408,1
51827-__L569-LAMJV,20260408,1
51827-__L570-LAMJV,20260408,1
51827-__L571-LAMJV,20260408,1
51827-__L572-LAMJV,20260408,1
51827-__L573-LAMJV,20260408,1
51827-__L574-LAMJV,20260408,1
51827-__L575-LAMJV,20260408,1
51827-__L576-LAMJV,20260408,1
51827-__L577-LAMJV,20260408,1
51827-__L578-LAMJV,20260408,1
51827-__L579-LAMJV,20260408,1
51827-__L580-LAMJV,20260408,1
51860-___901-LAMJV,20260408,1
51860-___902-LAMJV,20260408,1
51860-___903-LAMJV,20260408,1
51865-__1301-LAMJV,20260408,1
51865-__1302-LAMJV,20260408,1
51865-__1303-LAMJV,20260408,1
51865-__1304-LAMJV,20260408,1
51865-__1305-LAMJV,20260408,1
51865-__1306-LAMJV,20260408,1
51865-__1307-LAMJV,20260408,1
51865-__1308-LAMJV,20260408,1
51865-__1309-LAMJV,20260408,1
51865-__1310-LAMJV,20260408,1
51865-__1311-LAMJV,20260408,1
51865-__1312-LAMJV,20260408,1
51865-__1313-LAMJV,20260408,1
51865-__1314-LAMJV,20260408,1
51865-__1315-LAMJV,20260408,1
51865-__1316-LAMJV,20260408,1
51865-__1317-LAMJV,20260408,1
51865-__1318-LAMJV,20260408,1
51865-__1319-LAMJV,20260408,1
51865-__1320-LAMJV,20260408,1
51865-__1321-LAMJV,20260408,1
51865-__1322-LAMJV,20260408,1
51865-__1323-LAMJV,20260408,1
51865-__1324-LAMJV,20260408,1
51865-__1325-LAMJV,20260408,1
51865-__1326-LAMJV,20260408,1
51865-__1327-LAMJV,20260408,1
51865-__1328-LAMJV,20260408,1
51865-__1340-LAMJV,20260408,1
51865-__1341-LAMJV,20260408,1
51869-__L650-LAMJV,20260408,1
51869-__L651-LAMJV,20260408,1
51869-__L652-LAMJV,20260408,1
51869-__L653-LAMJV,20260408,1
51869-__L654-LAMJV,20260408,1
51869-__L655-LAMJV,20260408,1
51869-__L656-LAMJV,20260408,1
51883-_91101-LAMJV,20260408,1
51883-_91102-M,20260408,1
51883-_91105-LAMJV,20260408,1
51883-_91107-LAMJV,20260408,1
51883-_91108-M,20260408,1
51884-_96801-M,20260408,1
51884-_96802-LAMJV,20260408,1
51884-_96806-LAMJV,20260408,1
51895-__1001-LAMJV,20260408,1
51895-__1002-LAMJV,20260408,1
51895-__1003-LAMJV,20260408,1
51895-__1004-LAMJV,20260408,1
51895-__1005-LAMJV,20260408,1
51895-__1006-LAMJV,20260408,1
51895-__1007-LAMJV,20260408,1
51895-__1008-LAMJV,20260408,1
51895-__1009-LAMJV,20260408,1
51895-__1010-LAMJV,20260408,1
51895-__1011-LAMJV,20260408,1
51895-__1012-LAMJV,20260408,1
51895-__1013-LAMJV,20260408,1
51895-__1014-LAMJV,20260408,1
51895-__1015-LAMJV,20260408,1
51895-__1016-LAMJV,20260408,1
51895-__1017-LAMJV,20260408,1
51895-__1018-LAMJV,20260408,1
51904-CITL01-LAMJV,20260408,1
51904-CITL02-LAMJV,20260408,1
51904-CITL03-LAMJV,20260408,1
51904-CITL04-LAMJV,20260408,1
51904-CITL05-LAMJV,20260408,1
51904-CITL06-LAMJV,20260408,1
51904-CITL07-LAMJV,20260408,1
51904-CITL08-LAMJV,20260408,1
51917-_90601-M,20260408,1
51917-_90603-LAMJV,20260408,1
51923-__6601-LAMJV,20260408,1
51923-__6602-LAMJV,20260408,1
51923-__6603-LAMJV,20260408,1
51923-__6604-LAMJV,20260408,1
51923-__6605-LAMJV,20260408,1
51923-__6606-LAMJV,20260408,1
51923-__6607-LAMJV,20260408,1
51923-__6608-LAMJV,20260408,1
51923-__6609-LAMJV,20260408,1
51923-__6610-LAMJV,20260408,1
51923-__6611-LAMJV,20260408,1
51923-__6612-LAMJV,20260408,1
51923-__6613-LAMJV,20260408,1
51923-__6614-LAMJV,20260408,1
51923-__6616-LAMJV,20260408,1
51923-__6617-LAMJV,20260408,1
51923-__6618-LAMJV,20260408,1
51923-__6619-LAMJV,20260408,1
51923-__6620-LAMJV,20260408,1
51923-__6621-LAMJV,20260408,1
51923-__6623-LAMJV,20260408,1
51923-__6624-LAMJV,20260408,1
51923-__6625-LAMJV,20260408,1
51923-__6627-LAMJV,20260408,1
51923-__6633-LAMJV,20260408,1
51923-__6634-LAMJV,20260408,1
51923-__6635-LAMJV,20260408,1
51923-__6642-LAMJV,20260408,1
51923-__6643-LAMJV,20260408,1
51923-__6645-LAMJV,20260408,1
51923-__6647-LAMJV,20260408,1
51923-__6690-LAMJV,20260408,1
51923-__6691-LAMJV,20260408,1
51923-__6692-M,20260408,1
51923-__6693-M,20260408,1
51947-_ME201-LAMJV,20260408,1
51947-_ME202-LAMJV,20260408,1
51947-_ME203-LAMJV,20260408,1
51947-_ME204-LAMJV,20260408,1
51947-_ME205-LAMJV,20260408,1
51947-_ME206-LAMJV,20260408,1
51947-_ME207-LAMJV,20260408,1
51947-_ME208-LAMJV,20260408,1
51947-_ME209-LAMJV,20260408,1
51947-_ME210-LAMJV,20260408,1
51947-_ME211-LAMJV,20260408,1
51947-_ME212-LAMJV,20260408,1
51947-_ME213-LAMJV,20260408,1
51947-_ME214-LAMJV,20260408,1
51947-_ME215-LAMJV,20260408,1
51947-_ME216-LAMJV,20260408,1
51947-_ME217-LAMJV,20260408,1
51947-_ME218-LAMJV,20260408,1
51947-_ME219-LAMJV,20260408,1
51947-_ME220-LAMJV,20260408,1
51947-_ME221-LAMJV,20260408,1
51947-_ME222-LAMJV,20260408,1
51947-_ME223-LAMJV,20260408,1
51947-_ME224-LAMJV,20260408,1
51947-_ME225-LAMJV,20260408,1
51947-_ME226-LAMJV,20260408,1
51947-_ME227-LAMJV,20260408,1
51947-_ME228-LAMJV,20260408,1
51947-_ME229-LAMJV,20260408,1
51947-_ME230-LAMJV,20260408,1
51947-_ME231-LAMJV,20260408,1
51947-_ME232-LAMJV,20260408,1
51947-_ME233-LAMJV,20260408,1
51947-_ME234-LAMJV,20260408,1
51947-_ME235-LAMJV,20260408,1
51947-_ME236-LAMJV,20260408,1
51947-_ME237-LAMJV,20260408,1
51947-_ME238-LAMJV,20260408,1
51947-_ME239-LAMJV,20260408,1
51947-_ME240-LAMJV,20260408,1
51947-_ME241-LAMJV,20260408,1
51947-_ME242-LAMJV,20260408,1
51947-_ME243-LAMJV,20260408,1
51947-_ME244-LAMJV,20260408,1
51947-_ME245-LAMJV,20260408,1
51947-_ME246-LAMJV,20260408,1
51947-_ME247-LAMJV,20260408,1
51947-_ME248-LAMJV,20260408,1
51947-_ME249-LAMJV,20260408,1
51947-_ME250-LAMJV,20260408,1
51947-_ME251-LAMJV,20260408,1
51947-_ME252-LAMJV,20260408,1
51947-_ME253-LAMJV,20260408,1
51947-_ME254-LAMJV,20260408,1
51947-_ME255-LAMJV,20260408,1
51947-_ME256-LAMJV,20260408,1
51947-_ME257-LAMJV,20260408,1
51947-_ME258-LAMJV,20260408,1
51947-_ME259-LAMJV,20260408,1
51947-_ME260-LAMJV,20260408,1
51947-_ME261-LAMJV,20260408,1
51947-_ME262-LAMJV,20260408,1
51947-_ME263-LAMJV,20260408,1
51947-_ME264-LAMJV,20260408,1
51947-_ME265-LAMJV,20260408,1
51947-_ME270-LAMJV,20260408,1
51947-_ME271-LAMJV,20260408,1
51947-_ME272-LAMJV,20260408,1
51947-_ME273-LAMJV,20260408,1
51947-_ME274-LAMJV,20260408,1
51947-_ME275-LAMJV,20260408,1
51947-_ME276-LAMJV,20260408,1
51947-_ME277-LAMJV,20260408,1
51947-_ME278-LAMJV,20260408,1
51947-_ME279-LAMJV,20260408,1
51947-_ME280-LAMJV,20260408,1
51947-_ME281-LAMJV,20260408,1
51947-_ME282-LAMJV,20260408,1
51947-_ME283-LAMJV,20260408,1
51947-_ME284-LAMJV,20260408,1
51947-_ME285-LAMJV,20260408,1
51947-_ME286-LAMJV,20260408,1
51947-_ME287-LAMJV,20260408,1
51947-_ME288-LAMJV,20260408,1
51947-_ME289-LAMJV,20260408,1
51947-_ME290-LAMJV,20260408,1
51947-_ME291-LAMJV,20260408,1
51947-_ME292-LAMJV,20260408,1
51947-_ME293-LAMJV,20260408,1
51947-_ME294-LAMJV,20260408,1
51947-_ME295-LAMJV,20260408,1
51947-_ME296-LAMJV,20260408,1
51947-_ME297-LAMJV,20260408,1
51977-_25R01-LAMJV,20260408,1
51977-_25R02-LAMJV,20260408,1
51977-_25R03-LAMJV,20260408,1
51977-_25R04-LAMJV,20260408,1
51977-_25R05-LAMJV,20260408,1
51977-_25R06-LAMJV,20260408,1
51977-_25R07-LAMJV,20260408,1
51977-_25R08-LAMJV,20260408,1
51977-_25R09-LAMJV,20260408,1
51977-_25R10-LAMJV,20260408,1
51977-_25R11-LAMJV,20260408,1
51977-_25R12-LAMJV,20260408,1
51977-_25R13-LAMJV,20260408,1
51977-_25R14-LAMJV,20260408,1
51977-_25R15-LAMJV,20260408,1
51977-_25R16-LAMJV,20260408,1
51977-_25R17-LAMJV,20260408,1
51977-_25R18-LAMJV,20260408,1
51977-_25R19-LAMJV,20260408,1
51977-_25R20-LAMJV,20260408,1
51977-_25R21-LAMJV,20260408,1
51977-_25R22-LAMJV,20260408,1
51977-_25R23-LAMJV,20260408,1
51977-_25R24-LAMJV,20260408,1
51977-_25R25-LAMJV,20260408,1
51977-_25R26-LAMJV,20260408,1
51977-_25R27-LAMJV,20260408,1
51977-_25R28-LAMJV,20260408,1
51977-_25R29-LAMJV,20260408,1
51977-_25R30-LAMJV,20260408,1
51977-_25R31-LAMJV,20260408,1
51977-_25R32-LAMJV,20260408,1
51977-_25R33-LAMJV,20260408,1
51977-_25R34-LAMJV,20260408,1
51977-_25R35-LAMJV,20260408,1
51977-_25R36-LAMJV,20260408,1
51977-_25R37-LAMJV,20260408,1
51977-_25R38-LAMJV,20260408,1
51977-_25R39-LAMJV,20260408,1
51977-_25R40-LAMJV,20260408,1
51977-_25R41-LAMJV,20260408,1
51977-_25R42-LAMJV,20260408,1
51980-_29R01-LAMJV,20260408,1
51980-_29R02-LAMJV,20260408,1
51980-_29R03-LAMJV,20260408,1
51980-_29R04-LAMJV,20260408,1
51980-_29R05-LAMJV,20260408,1
51980-_29R06-LAMJV,20260408,1
51980-_29R07-LAMJV,20260408,1
51980-_29R08-LAMJV,20260408,1
51980-_29R09-LAMJV,20260408,1
51980-_29R10-LAMJV,20260408,1
51980-_29R11-LAMJV,20260408,1
51980-_29R12-LAMJV,20260408,1
51980-_29R13-LAMJV,20260408,1
51980-_29R14-LAMJV,20260408,1
51985-_65R01-LAMJV,20260408,1
51985-_65R03-LAMJV,20260408,1
51985-_65R04-LAMJV,20260408,1
51985-_65R06-LAMJV,20260408,1
51985-_65R07-LAMJV,20260408,1
51985-_65R09-LAMJV,20260408,1
51985-_65R11-LAMJV,20260408,1
51985-_65R12-LAMJV,20260408,1
51985-_65R14-LAMJV,20260408,1
52046-_ME101-LAMJV,20260408,1
52046-_ME102-LAMJV,20260408,1
52046-_ME103-LAMJV,20260408,1
52046-_ME104-LAMJV,20260408,1
52046-_ME105-LAMJV,20260408,1
52046-_ME106-LAMJV,20260408,1
52046-_ME107-LAMJV,20260408,1
52046-_ME108-LAMJV,20260408,1
52046-_ME109-LAMJV,20260408,1
52046-_ME110-LAMJV,20260408,1
52046-_ME111-LAMJV,20260408,1
52046-_ME112-LAMJV,20260408,1
52046-_ME113-LAMJV,20260408,1
52046-_ME114-LAMJV,20260408,1
52046-_ME115-LAMJV,20260408,1
52046-_ME116-LAMJV,20260408,1
52046-_ME117-LAMJV,20260408,1
52046-_ME118-LAMJV,20260408,1
52046-_ME119-LAMJV,20260408,1
52046-_ME120-LAMJV,20260408,1
52046-_ME121-LAMJV,20260408,1
52046-_ME122-LAMJV,20260408,1
52046-_ME123-LAMJV,20260408,1
52046-_ME124-LAMJV,20260408,1
52046-_ME125-LAMJV,20260408,1
52046-_ME126-LAMJV,20260408,1
52046-_ME127-LAMJV,20260408,1
52046-_ME128-LAMJV,20260408,1
52046-_ME129-LAMJV,20260408,1
52046-_ME130-LAMJV,20260408,1
52046-_ME131-LAMJV,20260408,1
52046-_ME132-LAMJV,20260408,1
52046-_ME133-LAMJV,20260408,1
52046-_ME134-LAMJV,20260408,1
52046-_ME135-LAMJV,20260408,1
52046-_ME136-LAMJV,20260408,1
52046-_ME137-LAMJV,20260408,1
52046-_ME138-LAMJV,20260408,1
52046-_ME139-LAMJV,20260408,1
52046-_ME140-LAMJV,20260408,1
52046-_ME141-LAMJV,20260408,1
52046-_ME142-LAMJV,20260408,1
52046-_ME143-LAMJV,20260408,1
52046-_ME144-LAMJV,20260408,1
52046-_ME145-LAMJV,20260408,1
52046-_ME146-LAMJV,20260408,1
52046-_ME147-LAMJV,20260408,1
52046-_ME148-LAMJV,20260408,1
52046-_ME149-LAMJV,20260408,1
52046-_ME150-LAMJV,20260408,1
52046-_ME151-LAMJV,20260408,1
52046-_ME152-LAMJV,20260408,1
52046-_ME153-LAMJV,20260408,1
52046-_ME154-LAMJV,20260408,1
52046-_ME155-LAMJV,20260408,1
52046-_ME156-LAMJV,20260408,1
52046-_ME157-LAMJV,20260408,1
52046-_ME158-LAMJV,20260408,1
52046-_ME159-LAMJV,20260408,1
52046-_ME160-LAMJV,20260408,1
52046-_ME161-LAMJV,20260408,1
52046-_ME162-LAMJV,20260408,1
52046-_ME163-LAMJV,20260408,1
52046-_ME164-LAMJV,20260408,1
52046-_ME165-LAMJV,20260408,1
52046-_ME166-LAMJV,20260408,1
52046-_ME167-LAMJV,20260408,1
52046-_ME168-LAMJV,20260408,1
52046-_ME169-LAMJV,20260408,1
52046-_ME170-LAMJV,20260408,1
52079-CIT501-LAMJV,20260408,1
52079-CIT502-LAMJV,20260408,1
52079-CIT503-LAMJV,20260408,1
52079-CIT504-LAMJV,20260408,1
52079-CIT505-LAMJV,20260408,1
52079-CIT506-LAMJV,20260408,1
52079-CIT507-LAMJV,20260408,1
52079-CIT508-LAMJV,20260408,1
52079-CIT509-LAMJV,20260408,1
52079-CIT510-LAMJV,20260408,1
52079-CIT511-LAMJV,20260408,1
52079-CIT512-LAMJV,20260408,1
52079-CIT513-LAMJV,20260408,1
52079-CIT514-LAMJV,20260408,1
52079-CIT515-LAMJV,20260408,1
52079-CIT516-LAMJV,20260408,1
52079-CIT517-LAMJV,20260408,1
52079-CIT518-LAMJV,20260408,1
50458-__1701-LAMJV,20260409,1
50458-__1702-LAMJV,20260409,1
50458-__1703-LAMJV,20260409,1
50458-__1704-LAMJV,20260409,1
50458-__1705-LAMJV,20260409,1
50458-__1706-LAMJV,20260409,1
50458-__1707-LAMJV,20260409,1
50458-__1708-LAMJV,20260409,1
50458-__1709-LAMJV,20260409,1
50464-__3001-LAMJV,20260409,1
50464-__3002-LAMJV,20260409,1
50464-__3003-LAMJV,20260409,1
50464-__3004-LAMJV,20260409,1
50464-__3005-LAMJV,20260409,1
50464-__3006-LAMJV,20260409,1
50464-__3007-LAMJV,20260409,1
50482-__3301-LAMJV,20260409,1
50482-__3302-LAMJV,20260409,1
50482-__3303-LAMJV,20260409,1
50482-__3304-LAMJV,20260409,1
50482-__3305-LAMJV,20260409,1
50482-__3306-LAMJV,20260409,1
50482-__3307-LAMJV,20260409,1
50482-__3308-LAMJV,20260409,1
50482-__3309-LAMJV,20260409,1
50482-__3310-LAJV,20260409,1
50482-__3310-LAMJV,20260409,1
50482-__3311-LAMJV,20260409,1
50482-__3312-LAMJV,20260409,1
50482-__3313-LAMJV,20260409,1
50482-__3314-LAMJV,20260409,1
50482-__3315-LAJV,20260409,1
50482-__3316-LAMJV,20260409,1
50484-__3401-LAMJV,20260409,1
50484-__3402-LAMJV,20260409,1
50484-__3403-LAMJV,20260409,1
50484-__3404-LAMJV,20260409,1
50484-__3405-LAMJV,20260409,1
50484-__3406-LAMJV,20260409,1
50484-__3407-LAMJV,20260409,1
50484-__3408-LAMJV,20260409,1
50484-__3409-LAMJV,20260409,1
50484-__3410-LAMJV,20260409,1
50484-__3411-LAMJV,20260409,1
50484-__3412-LAMJV,20260409,1
50488-__3501-LAMJV,20260409,1
50488-__3502-LAMJV,20260409,1
50488-__3503-LAMJV,20260409,1
50488-__3504-LAMJV,20260409,1
50488-__3505-LAMJV,20260409,1
50488-__3506-LAMJV,20260409,1
50488-__3507-LAMJV,20260409,1
50488-__3508-LAMJV,20260409,1
50488-__3509-LAMJV,20260409,1
50488-__3510-LAMJV,20260409,1
50488-__3511-LAMJV,20260409,1
50488-__3512-LAMJV,20260409,1
50492-__3601-LAMJV,20260409,1
50492-__3602-LAMJV,20260409,1
50492-__3603-LAMJV,20260409,1
50492-__3604-LAMJV,20260409,1
50492-__3606-LAMJV,20260409,1
50496-__8901-LAMJV,20260409,1
50496-__8902-LAMJV,20260409,1
50496-__8903-LAMJV,20260409,1
50496-__8904-LAMJV,20260409,1
50496-__8905-LAMJV,20260409,1
50500-_C1201-LAMJV,20260409,1
50503-CITT01-LAMJV,20260409,1
50503-CITT02-LAMJV,20260409,1
50503-CITT03-LAMJV,20260409,1
50503-CITT04-LAMJV,20260409,1
50503-CITT05-LAMJV,20260409,1
50503-CITT06-LAMJV,20260409,1
50503-CITT07-LAMJV,20260409,1
50503-CITT08-LAMJV,20260409,1
50503-CITT09-LAMJV,20260409,1
50503-CITT10-LAMJV,20260409,1
50503-CITT11-LAMJV,20260409,1
50503-CITT12-LAMJV,20260409,1
50507-__L350-LAMJV,20260409,1
50507-__L351-LAMJV,20260409,1
50507-__L352-LAMJV,20260409,1
50507-__L353-LAMJV,20260409,1
50507-__L354-LAMJV,20260409,1
50507-__L355-LAMJV,20260409,1
50507-__L356-LAMJV,20260409,1
50507-__L357-LAMJV,20260409,1
50507-__L358-LAMJV,20260409,1
50507-__L359-LAMJV,20260409,1
50507-__L360-LAMJV,20260409,1
50507-__L361-LAMJV,20260409,1
50507-__L362-LAMJV,20260409,1
50507-__L363-LAMJV,20260409,1
50507-__L364-LAMJV,20260409,1
50507-__L365-LAMJV,20260409,1
50507-__L366-LAMJV,20260409,1
50507-__L367-LAMJV,20260409,1
50507-__L368-LAMJV,20260409,1
50507-__L369-LAMJV,20260409,1
50507-__L370-LAMJV,20260409,1
50507-__L371-LAMJV,20260409,1
50507-__L372-LAMJV,20260409,1
50511-__L450-LAMJV,20260409,1
50511-__L451-LAMJV,20260409,1
50511-__L452-LAMJV,20260409,1
50511-__L453-LAMJV,20260409,1
50511-__L454-LAMJV,20260409,1
50511-__L455-LAMJV,20260409,1
50511-__L456-LAMJV,20260409,1
50511-__L457-LAMJV,20260409,1
50511-__L458-LAMJV,20260409,1
50511-__L459-LAMJV,20260409,1
50511-__L460-LAMJV,20260409,1
50511-__L461-LAMJV,20260409,1
50511-__L462-LAMJV,20260409,1
50511-__L463-LAMJV,20260409,1
50511-__L464-LAMJV,20260409,1
50511-__L465-LAMJV,20260409,1
50511-__L466-LAMJV,20260409,1
50511-__L467-LAMJV,20260409,1
50511-__L468-LAMJV,20260409,1
50511-__L469-LAMJV,20260409,1
50511-__L470-LAMJV,20260409,1
50511-__L471-LAMJV,20260409,1
50511-__L472-LAMJV,20260409,1
50511-__L473-LAMJV,20260409,1
50511-__L474-LAMJV,20260409,1
50511-__L475-LAMJV,20260409,1
50511-__L476-LAMJV,20260409,1
50511-__L477-LAMJV,20260409,1
50511-__L478-LAMJV,20260409,1
50511-__L479-LAMJV,20260409,1
50522-__1401-LAMJV,20260409,1
50522-__1402-LAMJV,20260409,1
50522-__1403-LAMJV,20260409,1
50522-__1404-LAMJV,20260409,1
50522-__1405-LAMJV,20260409,1
50522-__1406-LAMJV,20260409,1
50522-__1407-LAMJV,20260409,1
50522-__1408-LAMJV,20260409,1
50522-__1409-LAMJV,20260409,1
50522-__1410-LAMJV,20260409,1
50522-__1411-LAMJV,20260409,1
50522-__1412-LAMJV,20260409,1
50522-__1413-LAMJV,20260409,1
50522-__1414-LAMJV,20260409,1
50522-__1415-LAMJV,20260409,1
50522-__1416-LAMJV,20260409,1
50522-__1417-LAMJV,20260409,1
50526-__7601-LAMJV,20260409,1
50526-__7602-LAMJV,20260409,1
50526-__7603-LAMJV,20260409,1
50526-__7604-LAMJV,20260409,1
50526-__7605-LAMJV,20260409,1
50526-__7606-LAMJV,20260409,1
50526-__7607-LAMJV,20260409,1
50526-__7608-LAMJV,20260409,1
50526-__7609-LAMJV,20260409,1
50526-__7610-LAJV,20260409,1
50534-_CO201-LAMJV,20260409,1
50534-_CO202-LAMJV,20260409,1
50534-_CO203-LAMJV,20260409,1
50534-_CO204-LAMJV,20260409,1
50534-_CO205-LAMJV,20260409,1
50534-_CO206-LAMJV,20260409,1
50534-_CO207-LAMJV,20260409,1
50534-_CO208-LAMJV,20260409,1
50534-_CO209-LAMJV,20260409,1
50534-_CO210-LAMJV,20260409,1
50534-_CO211-LAMJV,20260409,1
50534-_CO212-LAMJV,20260409,1
